MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DATA,DETALHAMENTO,VALOR_REEMBOLSADO,COD_DOCUMENTO
12,JOSÉ SERRA,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",20.112.625/0001-52,ITB - SERVICES AND SOLUTION - BRUNO HENRIQUE EUZEBIO DAMIAO,00000649,2022-12-05,senador josé serra - despesa com locação de impressora para o exercício da atividade parlamentar no estado.,392,2190782
12,JOSÉ SERRA,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",21.687.424/0001-46,IKONSULTORIA COMUNICAÇÃO LTDA,00000095,2022-12-01,senador josé serra - despesa com prestação de serviço em consultoria de comunicação e organização de publicação.,50000,2190993
12,JOSÉ SERRA,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",21.687.424/0001-46,IKONSULTORIA COMUNICAÇÃO LTDA,00000096,2022-12-12,senador josé serra - despesa com prestação de serviço em consultoria de comunicação e organização de publicação.,"45277,51",2191325
12,JOSÉ SERRA,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",62.853.379/0001-30,POSTO DE SERVIÇOS REBOUÇAS LTDA,142779,2022-12-03,senador josé serra - aquisição de combustível para veículo utilizado na atividade parlamentar.,"281,35",2190781
9,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,FCOPBX,2022-09-06,"companhia aérea: gol, localizador: fcopbx. passageiros: maria áurea fontenele (matrícula 340628, comissionado), voo: 1709 - for-bsb - 07/09/2022;","1910,61",2187389
9,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,ALPKDU,2022-09-06,"companhia aérea: tam, localizador: alpkdu. passageiros: maria áurea fontenele (matrícula 340628, comissionado), voo: 3524 - bsb-for - 08/09/2022;","2545,28",2187390
9,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,FBBXLM,2022-09-16,"companhia aérea: tam, localizador: fbbxlm. passageiros: maria áurea fontenele (matrícula 340628, comissionado), voo: 3729 - for-bsb - 19/09/2022;","2431,64",2187392
9,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,YHIVYB,2022-09-16,"companhia aérea: tam, localizador: yhivyb. passageiros: julio ventura neto (matrícula 393724, parlamentar), voo: 3729 - for-bsb - 19/09/2022;","3866,13",2187397
9,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,REAIQP,2022-09-20,"companhia aérea: tam, localizador: reaiqp. passageiros: julio ventura neto (matrícula 393724, parlamentar), voo: 3524 - bsb-for - 20/09/2022;","2930,45",2187399
9,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,RFVFXR,2022-09-20,"companhia aérea: tam, localizador: rfvfxr. passageiros: maria áurea fontenele (matrícula 340628, comissionado), voo: 3524 - bsb-for - 20/09/2022;","2930,45",2187394
11,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,WTDUBL,2022-11-21,"companhia aérea: gol, localizador: wtdubl. passageiros: maria áurea fontenele (matrícula 340628, comissionado), voo: 1709 - for-bsb - 21/11/2022;","2770,97",2190308
11,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,ZJNZOD,2022-11-23,"companhia aérea: tam, localizador: zjnzod. passageiros: maria áurea fontenele (matrícula 340628, comissionado), voo: 3674 - bsb-for - 23/11/2022;","3754,25",2190309
11,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,ZROOFA,2022-11-23,"companhia aérea: tam, localizador: zroofa. passageiros: julio ventura neto (matrícula 393724, parlamentar), voo: 3674 - bsb-for - 23/11/2022;","3754,25",2190307
12,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,HUOYCU,2022-12-08,"companhia aérea: latam, localizador: huoycu. passageiros: julio ventura neto (matrícula 393724, parlamentar), voo: 3672 - bsb-for - 08/12/2022;","2839,39",2192078
12,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,LQDUIV,2022-12-16,"companhia aérea: gol, localizador: lqduiv. passageiros: julio ventura neto (matrícula 393724, parlamentar), voo: 1709 - for-bsb - 19/12/2022;","1039,51",2192077
12,JULIO VENTURA,"passagens aéreas, aquáticas e terrestres nacionais",72.243.918/0001-72,SIAD VIAGENS E TURISMO LTDA,LYTKLI,2022-12-20,"companhia aérea: latam, localizador: lytkli. passageiros: julio ventura neto (matrícula 393724, parlamentar), voo: 3672 - bsb-fo - 21/12/2022;","2122,08",2192120
1,KÁTIA ABREU,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0433-85,CLARO S/A,12276557,2022-01-24,"despesa com telefone celular, no período de 24/12/2021 a 23/01/2022","141,65",2177402
1,KÁTIA ABREU,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0433-85,CLARO S/A,122766684,2022-01-24,despesa com celular para uso no escritório de apoio no período de: 24/12/2021 a 23/01/2022,"141,65",2177404
1,KÁTIA ABREU,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0433-85,CLARO S/A,122765998,2022-01-24,despesa com celular no período de: período: 24/12/2021 a 23/01/2022,"141,65",2177405
1,KÁTIA ABREU,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0433-85,CLARO S/A,122766240,2022-01-24,despesa com celular no período: 24/12/2021 a 23/01/2022,"141,65",2177406
1,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",14.214.732/0001-99,CLIMA CONSULTORIA EMPRESARIAL EIRELI,202200000000005,2022-01-25,consultoria tributária no mês de janeiro/2022.,9700,2173299
1,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",62.264.692/0001-32,MCM CONSULTORES ASSOCIADOS S.S.,00006547,2022-01-04,serviço de consultoria macroeconômica sobre a conjuntura econômica brasileira e elaboração de estudos solicitados sobre finanças públicas e impactos econômicos de medidas em tramitação ou a serem propostas no senado federal.,"6985,88",2173174
2,KÁTIA ABREU,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",06.077.753/0001-81,SIG COMERCIAL DE PAPEIS LTDA EPPI,000030250,2022-02-01,10 canetas; capas para encadernação e pastas em l,"218,95",2173636
2,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",62.264.692/0001-32,MCM CONSULTORES ASSOCIADOS S.S.,00006576,2022-02-01,serviço de consultoria macroeconômica sobre a conjuntura econômica brasileira e elaboração de estudos sobre finanças públicas e impactos econômicos de medidas em tramitação ou a serem propostas no senado federal.,"6985,88",2173638
2,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,BQYCDL,2022-02-06,"companhia aérea: gol, localizador: bqycdl. passageiros:","455,23",2174544
2,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",26.669.170/0001-57,123 VIAGENS E TURISMO LTDA,RHHVOX,2022-02-09,"companhia aérea: gol, localizador: rhhvox. passageiros:","1513,36",2174548
3,KÁTIA ABREU,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.558.157/0001-62,TELEFÔNICA BRASIL S/A,1457141256-0,2022-03-09,despesa telefone fixo para uso no escritório de apoio.,"209,98",2178502
3,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",62.264.692/0001-32,MCM CONSULTORES ASSOCIADOS S.S.,00006628,2022-03-02,serviço de consultoria macroeconômica sobre a conjuntura econômica brasileira e elaboração de estudos sobre finanças públicas e impactos econômicos de medidas em tramitação ou a serem propostas no senado federal.,"6985,88",2175969
3,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",80.732.928/0042-78,ATRIO HOTEIS SA,202200000001070,2022-03-16,despesa com hospedagem para servidor em atividade do período de 13/03 até 15/03 de 2022.,"440,84",2177424
3,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,25975,2022-03-23,despesa com alimentação.,"274,71",2177401
3,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",17.289.475/0001-42,BUS SERVIÇOS DE AGENDAMENTO S.A.,0DRD57,2022-03-10,passagens de ônibus ida: 10/03/2022 trecho brasília/palmas e volta: 13/03/2022 trecho palmas/brasília,"648,12",2177431
4,KÁTIA ABREU,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",25.089.509/0001-83,COMPANHIA DE SANEAMENTO DO TOCANTINS,97626-1,2022-04-09,"despesa com água e esgosto em abríl/2022 do escritório de apoio em palmas, tocantins","390,08",2178511
4,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",14.214.732/0001-99,CLIMA CONSULTORIA EMPRESARIAL EIRELI,24,2022-04-08,consultoria e assessoria econômica ou financeira.,9700,2178159
4,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",62.264.692/0001-32,MCM CONSULTORES ASSOCIADOS S.S.,6683,2022-04-01,serviço de consultoria macroeconômica sobre a conjuntura econômica brasileira e elaboração de estudos solicitados pelo cliente sobre finanças públicas e impactos econômicos de medidas em tramitação ou a serem propostas no senado federal,"6985,88",2177960
4,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",09.664.019/0001-07,AUTO POSTO DE COMBUSTIVEIS MADJER LTDA-ME,1569,2022-04-26,"25,157 litros de gasolina comum",200,2179453
4,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",35.973.416/0001-70,CHURRASCARIA PICANHA DOURADA,000.000.443,2022-04-20,refeição para a parlamentar.,"148,04",2179452
4,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",04.140.445/0001-28,CHURRASCARIA PORTAL DO SUL LTDA,000001092,2022-04-01,despesa com alimentação para a senadora.,"727,8",2177553
4,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.542.662/0001-47,COCO BAMBU LAGO SUL COMERCIO DE ALIMENTOS LTDA,97997,2022-04-06,refeição para a senadora.,385,2177958
4,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,LKPDQY,2022-03-29,"companhia aérea: gol, localizador: lkpdqy. passageiros: katia regina de abreu (matrícula 200272, parlamentar), voo: 1793 - palmas / brasília - 05/04/2022;","1477,67",2178158
4,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",26.669.170/0001-57,123 VIAGENS E TURISMO LTDA,SYFPOC,2022-04-06,"companhia aérea: gol, localizador: syfpoc. passageiros: katia regina de abreu (matrícula 200272, parlamentar), voo: 1792 - brasília / palmas - 07/04/2022;","1911,78",2178157
4,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",26.669.170/0001-57,123 VIAGENS E TURISMO LTDA,LLBYGK,2022-04-25,"companhia aérea: gol, localizador: llbygk. passageiros: katia regina de abreu (matrícula 200272, parlamentar), voo: 1793 - palmas / brasília - 25/04/2022;","1516,77",2179465
4,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",26.669.170/0001-57,123 VIAGENS E TURISMO LTDA,FKRCCR,2022-04-27,"companhia aérea: gol, localizador: fkrccr. passageiros: katia regina de abreu (matrícula 200272, parlamentar), voo: 1792 - brasília / palmas - 28/04/2022;","1354,05",2179494
5,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",62.264.692/0001-32,MCM CONSULTORES ASSOCIADOS S.S.,0000006732,2022-05-02,serviço de consultoria macroeconômica: sobre a conjuntura econõmica brasileira e elaboração de estudos solicitados sobre finanças públicas e impactos econômicos de medidas em tramitação ou a serem propostas no senado federal.,"6985,88",2179685
5,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.210.337/0001-82,BATISTA PEREIRA E RODRIGUES LTDA,000019132,2022-05-03,"61,78 litros de diesel s-10","420,04",2179497
5,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",40.821.850/0005-07,EDNEUSA DA COSTA OLIVEIRA LTDA,000000011,2022-05-04,refeição,"364,21",2179686
5,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",04.395.792/0003-63,JACOB E SILVA LTDA,2149,2022-05-27,despesa com gasolina comum,100,2183971
5,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.503.452/0001-11,MATSUSE COMERCIO DE DERIVADOS DE PETROLEO LTDA,343752,2022-05-23,7 litros de oleo diesel s10,"199,97",2183968
5,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",00.800.292/0001-47,POSTO 89 LTDA,194432,2022-05-24,19 litros de oleo diesel,"131,99",2183987
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",16.988.096/0001-88,AUTO POSTO DISBRAVA LTDA - MATRIZ,29956,2022-06-23,26 litros de gasolina,200,2183935
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",18.322.178/0001-14,BARROS & LOPES LTDA - ME,19316,2022-06-23,despesa com alimentação,2206,2183993
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",03.955.625/0001-03,CARMEN CRISTINA DE CASTRO FERREIRA,4270,2022-06-03,despesa com refeição.,110,2181954
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",24.147.790/0001-09,ELZA GONCALVES DE OLIVEIRA PEDROSA EIRELI,149259,2022-06-23,despesa com alimentação,"101,65",2183992
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",11.694.553/0001-08,M I G BRITO ME,2924,2022-06-02,despesa com refeição,"46,5",2181957
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.786.655/0001-30,MT LTDA,4073,2022-06-01,despesa com alimentação,"75,7",2181960
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",73.953.820/0001-71,POSTO PETRO MORAES LTDA,1696,2022-06-04,"11,8 litros de gasolina comum 11,8 litros de gasolina comum",200,2181965
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",26.892.224/0001-49,RESTAURANTE PAG O PESO LTDA,89758,2022-06-22,despesa com refeição,"471,14",2183985
6,KÁTIA ABREU,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",38.110.216/0001-82,T L C RIBEIRO EIRELI,262,2022-06-14,28 litros de gasolina aditividada,"210,51",2183991
6,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",25.634.551/0001-38,REAL EXPRESSO LIMITADA,0FY8Y6,2022-06-07,passagem de ônibus para servidora em trabalho,"331,37",2181966
6,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",26.669.170/0001-57,123 VIAGENS E TURISMO LTDA,FQOALG,2022-06-27,"companhia aérea: gol, localizador: fqoalg. passageiros: katia regina de abreu gomes (matrícula 200272, parlamentar), voo: 1792 - brasília / palmas - 29/06/2022; katia regina de abreu gomes (matrícula 200272, parlamentar), voo: 1793 - palmas / brasília - 29/06/2022;","2614,23",2184904
7,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",14.214.732/0001-99,CLIMA CONSULTORIA EMPRESARIAL EIRELI,202200000000040,2022-07-11,consultoria e assessoria econômica ou financeira,9700,2183943
7,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",62.264.692/0001-32,MCM CONSULTORES ASSOCIADOS S.S.,6864,2022-07-19,serviço de consultoria macroeconômica sobre a conjuntura econômica brasileira e elaboração de estudos solicitados pelo cliente sobre finanças públicas e impactos econômicos de medidas em tramitação ou a serem proposts no senado federal.,"7816,5",2184178
7,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",26.669.170/0001-57,123 VIAGENS E TURISMO LTDA,IMXZGV,2022-07-18,"companhia aérea: gol, localizador: imxzgv. passageiros: katia regina de abreu gomes (matrícula 200272, parlamentar), voo: 1793 - palmas / brasília - 19/07/2022;","1655,41",2184907
7,KÁTIA ABREU,"passagens aéreas, aquáticas e terrestres nacionais",26.669.170/0001-57,123 VIAGENS E TURISMO LTDA,TOYVUA,2022-07-19,"companhia aérea: gol, localizador: toyvua. passageiros: katia regina de abreu gomes (matrícula 200272, parlamentar), voo: 1760 - brasília / palmas - 20/07/2022;","2397,18",2184906
8,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",62.264.692/0001-32,MCM CONSULTORES ASSOCIADOS S.S.,6891,2022-08-01,serviço de consultoria macroeconômica sobre a conjuntura econômica brasileira e elaboração de estudos sobre finanças e impactos econômicos.,"7816,5",2185837
12,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",10.735.408/0001-65,AGENDA SOCIAL E CIDADES ASSESSORIA E CONSULTORIA - EIRELI-ME,202300000000006,2023-01-25,monitoramento da transição e governo por meio de textos e diálogos on-line. tema: agenda social e cidades. competência: dezembro/2022,19000,2192967
12,KÁTIA ABREU,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",14.214.732/0001-99,CLIMA CONSULTORIA EMPRESARIAL EIRELI,202200000000066,2022-12-23,consultoria tributária no mês de dezembro/2022.,9700,2192315
1,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",66.970.229/0006-71,CLARO NXT TELECOMUNICAÇÕES S.A,0004378252,2022-01-28,"tv a cabo, telefone fixo e acesso á internet.","338,39",2174844
1,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",08.467.115/0001-00,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,152550384,2022-01-29,energia elétrica.,"504,87",2174845
1,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,74904,2022-02-05,taxa de condomínio escritório de apoio.,"1470,32",2175259
1,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,74904,2022-02-05,locação do imóvel.,"3812,7",2175258
1,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",00.758.665/0001-69,BIRÔ DE INFORMÁTICA NACIONAL LTDA,13348,2022-01-13,locação de móveis e equipamentos.,1500,2173944
1,LASIER MARTINS,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",92.755.875/0001-11,GARAGEM LADEIRA - PROMOTORA DE GARAGENS LTDA,2022/13,2022-01-03,locação de garagem.,400,2174184
1,LASIER MARTINS,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",05.402.827/0001-45,MICROTARGET MAKETING E PUBLICIDADE LTDA - EPP,00000000701 / A1,2022-01-06,análise e desenvolvimento de sistemas.,3000,2173925
1,LASIER MARTINS,divulgação da atividade parlamentar,13.347.016/0001-17,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,39564842,2022-02-02,direcionamento de postagens na internet para o público do rio grande do sul.,1650,2173924
1,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",23.285.134/0001-00,AUTOSUL LOCADORA DE VEÍCULOS EIRELI - EPP,1751,2022-02-03,locação de veículo.,3600,2177955
1,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,QQHXOZ,2022-01-28,"companhia aérea: gol, localizador: qqhxoz. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 1925 - poa/bsb - 07/02/2022;","1124,95",2174185
2,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",66.970.229/0006-71,CLARO NXT TELECOMUNICAÇÕES S.A,0005007808,2022-02-26,"tv a cabo, telefone fixo e acesso à internet.","336,07",2176452
2,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",08.467.115/0001-00,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,01-202243216187660-95,2022-02-24,energia elétrica.,"573,28",2176453
2,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,75629,2022-03-07,taxa de condomínio escritório de apoio do parlamentar.,"1545,72",2175897
2,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",02.907.703/0001-23,PORTO SUL - BENS IMÓVEIS,75629,2022-03-07,locação do imóvel.,"4113,39",2175896
2,LASIER MARTINS,"aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",92.963.560/0001-60,PREFEITURA DE PORTO ALEGRE,75629,2022-03-07,iptu.,"365,95",2175898
2,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",00.758.665/0001-69,BIRÔ DE INFORMÁTICA NACIONAL LTDA,13365,2022-02-16,locação de móveis e equipamentos.,2300,2175261
2,LASIER MARTINS,"aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",93.015.006/0007-09,COMPANHIA ZAFFARI COMÉRCIO E INDÚSTRIA,993102,2022-02-21,material de escritório.,"114,61",2175901
2,LASIER MARTINS,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",92.755.875/0001-11,GARAGEM LADEIRA - PROMOTORA DE GARAGENS LTDA,2022/73,2022-02-09,locação de garagem.,400,2174851
2,LASIER MARTINS,"contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",05.402.827/0001-45,MICROTARGET MAKETING E PUBLICIDADE LTDA - EPP,00000000720/A1,2022-02-03,análise e desenvolvimento de sistemas.,3000,2174103
2,LASIER MARTINS,divulgação da atividade parlamentar,13.347.016/0001-17,FACEBOOK SERVIÇOS ONLINE DO BRASIL LTDA,40906192,2022-03-02,direcionamento de postagens na internet para o público do rio grande do sul.,2100,2175894
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",00.355.670/0001-20,ABASTECEDORA DE COMBUSTÍVEIS MENINO DEUS LTDA,000.000.128,2022-02-09,combustível.,"310,46",2175899
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",00.355.670/0001-20,ABASTECEDORA DE COMBUSTÍVEIS MENINO DEUS LTDA,000.000.130,2022-02-09,combustível.,"1043,5",2175900
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.223.966/0034-81,ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA,00164155,2022-02-21,hospedagem do servidor acompanhando o senador em agenda.,"446,3",2175075
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",23.285.134/0001-00,AUTOSUL LOCADORA DE VEÍCULOS EIRELI - EPP,1758,2022-03-01,locação de veículo.,3600,2176451
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",01.114.253/0001-59,ELBA ESPIRITO SANTO SARDINHA FERREIRA ME,000.112.602,2022-02-09,refeição.,"59,12",2174853
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",20.775.642/0001-70,JERONIMO 198 RESTAURANTE BAR E TABACARIA SA,193512,2022-02-14,refeição.,75,2174856
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",32.357.271/0001-95,PEIXE NA REDE,000010706,2022-02-15,refeição.,"47,8",2174857
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,30606,2022-02-08,refeição.,"50,67",2174852
2,LASIER MARTINS,"locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.469.172/0022-92,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC - RESTAURANTE-ESCOLA DOS SENADORES,25665,2022-02-16,refeição.,"50,67",2174859
2,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,GJOEGV,2022-02-09,"companhia aérea: gol, localizador: gjoegv. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 1925 - poa/bsb - 21/02/2022;","1241,95",2175060
2,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,QSAKEI,2022-01-28,"companhia aérea: latam, localizador: qsakei. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3087 - bsb/poa - 10/02/2022;","423,23",2175265
2,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,MPYQYG,2022-02-09,"companhia aérea: latam, localizador: mpyqyg. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3836 - poa/cgh - 14/02/2022;","1606,95",2174846
2,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,TTPAIC,2022-02-09,"companhia aérea: latam, localizador: ttpaic. passageiros: ismael mota gomes de almeida (matrícula 169812, comissionado), voo: 3175 - cgh/bsb - 15/02/2022;","1676,96",2174849
2,LASIER MARTINS,"passagens aéreas, aquáticas e terrestres nacionais",33.937.681/0001-78,LATAM,SGHZSE,2022-02-09,"companhia aérea: latam, localizador: sghzse. passageiros: lasier costa martins (matrícula 296251, parlamentar), voo: 3175 - cgh/bsb - 15/02/2022;","1676,96",2174847
